source_category,nsi_id,display_name,tags_brand,brand_wikidata,location_include,location_exclude,match_names_count,match_input_name,match_slug,match_status,matched_image_svg,matched_image_png
convenience,lavieclaire-bf3eb4,La Vie Claire,La Vie Claire,Q3213589,fr,,0,La Vie Claire,la-vie-claire,exact,,la-vie-claire.png
supermarket,lavieclaire-c16b1c,La Vie Claire,La Vie Claire,Q3213589,fr,,0,La Vie Claire,la-vie-claire,exact,,la-vie-claire.png
convenience,lats-401681,LaTS,LaTS,Q126453824,lv,,0,LaTS,lats,no,,
convenience,lawson-652b3e,ローソン,LAWSON,Q1557223,jp,,1,LAWSON,lawson,exact,lawson.svg,
convenience,lawson-e7e121,Lawson,Lawson,Q1557223,001,cn|jp,0,Lawson,lawson,exact,lawson.svg,
convenience,lawson108-f572b3,Lawson 108,Lawson 108,Q125869566,th,,0,Lawson 108,lawson-108,no,,
convenience,lawsonstore100-652b3e,ローソンストア100,LAWSON STORE 100,Q11350960,jp,,0,LAWSON STORE 100,lawson-store-100,no,,
convenience,lawsontoks-652b3e,ローソン+トークス,LAWSON+toks,Q115868119,jp,,0,LAWSON+toks,lawson-toks,no,,
convenience,lawsonthreef-652b3e,ローソン・スリーエフ,LAWSON+スリーエフ,Q24866804,jp,,1,LAWSON+スリーエフ,lawson,exact,lawson.svg,
convenience,lawsonpoplar-652b3e,ローソン・ポプラ,LAWSON+ポプラ,Q116957010,jp,,0,LAWSON+ポプラ,lawson,exact,lawson.svg,
convenience,lemarchedacote-f6dc0a,le marché d'à côté,le marché d'à côté,Q130165186,fx,,1,le marché d'à côté,le-marche-da-cote,no,,
supermarket,leaderprice-8d94f8,Leader Price,Leader Price,Q2181426,fr|mg,,0,Leader Price,leader-price,no,,
supermarket,lescomptoirsdelabio-c16b1c,Les Comptoirs De La Bio,Les Comptoirs De La Bio,Q120801428,fr,,0,Les Comptoirs De La Bio,les-comptoirs-de-la-bio,exact,,les-comptoirs-de-la-bio.png
convenience,lewiatan-95f41b,Lewiatan,Lewiatan,Q11755396,pl,,0,Lewiatan,lewiatan,no,,
supermarket,lewiatan-9e6a6c,Lewiatan,Lewiatan,Q11755396,pl,,0,Lewiatan,lewiatan,no,,
supermarket,lider-d25066,Lider,Lider,Q6711261,cl,,1,Lider,lider,exact,lider.svg,lider.png
supermarket,liderexpress-d25066,Lider Express,Lider,Q6711261,cl,,0,Lider,lider,exact,lider.svg,lider.png
supermarket,lidl-56b425,Лидл (България),Lidl,Q108169047,bg,,0,Lidl,lidl,exact,lidl.svg,
supermarket,lidl-5866c3,Lidl,Lidl,Q151954,001,bg|rs,5,Lidl,lidl,exact,lidl.svg,
supermarket,lidl-b83687,Лидл (Србија),Lidl,Q114509929,rs,,0,Lidl,lidl,exact,lidl.svg,
convenience,lifestyleexpress-232829,Lifestyle Express,Lifestyle Express,Q61994869,gb,,0,Lifestyle Express,lifestyle-express,no,,
supermarket,lincolnshirecoop-a8278b,Lincolnshire Co-op,Lincolnshire Co-op,Q6551231,gb,,0,Lincolnshire Co-op,lincolnshire-co-op,no,,
supermarket,linella-cb8836,Linella,Linella,Q61085990,md,,0,Linella,linella,no,,
convenience,littleshortstop-e144dd,Little Short Stop,Little Short Stop,Q133255750,ca-on.geojson,,0,Little Short Stop,little-short-stop,no,,
convenience,littlewaitrose-126aa8,Little Waitrose,Little Waitrose,Q771734,gb|je,,1,Little Waitrose,little-waitrose,no,,
convenience,livio-95f41b,Livio,Livio,Q108599511,pl,,0,Livio,livio,no,,
convenience,loafnjug-f1e40b,Loaf 'N Jug,Loaf 'N Jug,Q6663398,us,,0,Loaf 'N Jug,loaf-n-jug,no,,
supermarket,loblaws-76454b,Loblaws,Loblaws,Q3257626,ca,,1,Loblaws,loblaws,no,,
convenience,londis-232829,Londis (UK),Londis,Q21008564,gb,,0,Londis,londis,no,,
supermarket,londis-23ec32,Londis (Ireland),Londis,Q21015800,ie,,0,Londis,londis,no,,
supermarket,londis-a8278b,Londis (UK),Londis,Q21008564,gb,,0,Londis,londis,no,,
convenience,londis-cb4625,Londis (Ireland),Londis,Q21015800,ie,,0,Londis,londis,no,,
supermarket,longdan-cc4ffc,Longdan,Longdan,Q111462402,gb-eng,,0,Longdan,longdan,no,,
supermarket,longos-388e9d,Longo's,Longo's,Q6674182,ca-on.geojson,,0,Longo's,longos,no,,
convenience,lonia-5b00ff,Lonia,Lonia,Q65156084,hr,,0,Lonia,lonia,no,,
supermarket,lottemart-9b33de,Lotte Mart,Lotte Mart,Q326715,id,,0,Lotte Mart,lotte-mart,exact,,lotte-mart.png
supermarket,lotuss-a5f134,Lotus's,Lotus's,Q2378901,my|th,,0,Lotus's,lotuss,exact,,lotuss.png
supermarket,lotussgofresh-a5f134,Lotus's go fresh,Lotus's go fresh,Q125937967,my|th,,0,Lotus's go fresh,lotuss-go-fresh,no,,
convenience,lotussgofresh-cfafd7,Lotus's go fresh,Lotus's go fresh,Q125937967,my|th,,1,Lotus's go fresh,lotuss-go-fresh,no,,
convenience,loves-f1e40b,Love's,Love's,Q1872496,us,,0,Love's,loves,no,,
supermarket,lowesmarket-dde59d,Lowe's Market,Lowe's Market,Q6693107,us,,0,Lowe's Market,lowes-market,no,,
supermarket,lowesfoods-dde59d,Lowes Foods,Lowes Foods,Q6693991,us,,0,Lowes Foods,lowes-foods,no,,
supermarket,lpgbiomarkt-0a839e,LPG BioMarkt,LPG BioMarkt,Q107983669,de,,1,LPG BioMarkt,lpg-biomarkt,exact,,lpg-biomarkt.png
supermarket,lucky-dde59d,Lucky,Lucky,Q6698032,us,,1,Lucky,lucky,exact,lucky.svg,
convenience,lukoil-1ce012,Lukoil,Lukoil,Q329347,001,bg|by|ge|kz|mk|ru|uz,3,Lukoil,lukoil,no,,
convenience,minimart-f1e40b,Lukoil Mini-Mart,Lukoil,Q329347,us,,0,Lukoil,lukoil,no,,
supermarket,luluhypermarket-7e55ed,Lulu Hypermarket,Lulu Hypermarket,Q6702930,ae|bh|eg|id|in|kw|my|om|qa,,0,Lulu Hypermarket,lulu-hypermarket,exact,,lulu-hypermarket.png
supermarket,luna-0d2b84,Luna,Luna,,ar,,0,Luna,luna,no,,
supermarket,lupa-0513f1,Lupa,Lupa,Q58044048,es,,0,Lupa,lupa,exact,,lupa.png
supermarket,lovbjerg-072052,Løvbjerg,Løvbjerg,Q12325422,dk,,1,Løvbjerg,lvbjerg,no,,
convenience,mace-1a0d8e,Mace (Northern Ireland),Mace,Q75238536,gb-nir,,0,Mace,mace,no,,
convenience,mace-cb4625,Mace (Ireland),Mace,Q75236910,ie,,0,Mace,mace,no,,
convenience,mace-eb7785,Mace (UK),Mace,Q75240338,gb-eng|gb-sct|gb-wls,,0,Mace,mace,no,,
supermarket,macrocenter-5b5772,Macrocenter,Macrocenter,Q123194881,tr,,0,Macrocenter,macrocenter,no,,
convenience,macrocenter-62eaab,Macrocenter,Macrocenter,Q123194881,tr,,0,Macrocenter,macrocenter,no,,
convenience,magnum-7ad3ae,Magnum,Magnum,,kz,,0,Magnum,magnum,no,,
supermarket,magnum-8f26de,Magnum,Magnum,,kz,,0,Magnum,magnum,no,,
convenience,maistoprekes-64a6c9,Maisto prekės,Maisto prekės,,lt,,0,Maisto prekės,maisto-prekes,no,,
convenience,mapco-f1e40b,Mapco,Mapco,Q107589462,us,,0,Mapco,mapco,no,,
convenience,marathon-f1e40b,Marathon,Marathon,Q458363,us,,0,Marathon,marathon,no,,
supermarket,marcs-927fbd,Marc's,Marc's,Q17080259,us-oh.geojson,,0,Marc's,marcs,no,,
supermarket,marcheadonis-76454b,Marché Adonis,Marché Adonis,Q20707426,ca,,1,Marché Adonis,marche-adonis,no,,
convenience,margheritaconad-1aaf3e,Margherita Conad,Margherita Conad,Q126035555,it,,0,Margherita Conad,margherita-conad,no,,
supermarket,marginfreemarket-9ef8f9,Margin Free Market,Margin Free Market,Q99751436,in,,0,Margin Free Market,margin-free-market,no,,
supermarket,marianosfreshmarket-5ca8e2,Mariano's Fresh Market,Mariano's Fresh Market,Q55622168,us-il.geojson,,0,Mariano's Fresh Market,marianos-fresh-market,exact,,marianos-fresh-market.png
supermarket,marjanemarket-dc016e,Marjane Market مرجان ماركت,Marjane Market مرجان ماركت,Q2823349,ma,,0,Marjane Market مرجان ماركت,marjane-market,no,,
supermarket,marjane-dc016e,Marjane مرجان,Marjane مرجان,Q136333342,ma,,0,Marjane مرجان,marjane,no,,
supermarket,markant-0a839e,Markant,Markant,Q57523365,de,,0,Markant,markant,exact,markant.svg,
convenience,marketxirdalan-ef7cdd,Market \ Xırdalan,Market \ Xırdalan,,az,,0,Market \ Xırdalan,market-xrdalan,no,,
supermarket,marketbasket-986a24,Market Basket,Market Basket,Q2079198,001,,0,Market Basket,market-basket,exact,market-basket.svg,
supermarket,marketin-37450e,Market In,Market In,,gr,,0,Market In,market-in,no,,
supermarket,marketofchoice-dde59d,Market of Choice,Market of Choice,Q6770822,us,,0,Market of Choice,market-of-choice,no,,
supermarket,marketplace-745f9c,Market Place,Market Place,Q10851178,hk,,1,Market Place,market-place,no,,
supermarket,marketstreet-fa4d34,Market Street,Market Street,Q119405196,us-nm.geojson|us-tx.geojson,,0,Market Street,market-street,no,,
supermarket,marketvita-9e6a6c,MarketVita,MarketVita,Q118958720,pl,,0,MarketVita,marketvita,no,,
convenience,marketvitaexpress-95f41b,MarketVita Express,MarketVita Express,Q118958725,pl,,0,MarketVita Express,marketvita-express,no,,
convenience,mandsfood-232829,M&S Food,Marks & Spencer,Q714491,gb,,0,Marks & Spencer,marks-spencer,exact,marks-spencer.svg,
supermarket,mandsfood-a8278b,M&S Food,Marks & Spencer,Q714491,gb,,1,Marks & Spencer,marks-spencer,exact,marks-spencer.svg,
supermarket,mandsfoodhall-3c0448,M&S Foodhall,Marks & Spencer,Q714491,001,us,1,Marks & Spencer,marks-spencer,exact,marks-spencer.svg,
supermarket,mandssimplyfood-3c0448,M&S Simply Food,Marks & Spencer,Q714491,001,us,1,Marks & Spencer,marks-spencer,exact,marks-spencer.svg,
convenience,mandssimplyfood-bd0db4,M&S Simply Food,Marks & Spencer,Q714491,001,us,1,Marks & Spencer,marks-spencer,exact,marks-spencer.svg,
supermarket,marktkauf-0a839e,MARKTKAUF,MARKTKAUF,Q1533254,de,,0,MARKTKAUF,marktkauf,exact,marktkauf.svg,
supermarket,martinssupermarkets-aeed86,Martin's Super Markets,Martin's Super Markets,Q6774803,us-in.geojson|us-mi.geojson,,0,Martin's Super Markets,martins-super-markets,no,,
convenience,martinmartin-dd9aae,Martín Martín,Martín Martín,Q98546074,es,,0,Martín Martín,martin-martin,no,,
supermarket,mas-42dc97,Mas,Mas,Q122957534,cy,,0,Mas,mas,no,,
supermarket,masymas-2fdfa5,masymas (Luis Piña),masymas,Q6135987,"[-2.916667,37.95,50]|[-3.7889,37.9,65]|[-4.9031,38.1397,60]",,0,masymas,masymas,exact,masymas.svg,
supermarket,masymas-cb4ace,masymas (Juan Fornés Fornés),masymas,Q6135987,"[-0.3,38.6983,60]|[-0.7197,39.4717,60]|[-0.8792,37.6237,20]|[-1.041389,38.207222,60]|[-1.6023,37.7126,50]|[0.0096,40.3,60]",,0,masymas,masymas,exact,masymas.svg,
supermarket,masymas-d9d175,masymas (Hijos de Luis Rodríguez),masymas,Q6135987,"[-4.84618,43.31585,30]|[-5.5669,42.5989,30]|[-5.5881,43.3436,50]|[-6.1458,43.5633,10]|[-6.60835,43.26997,50]",,0,masymas,masymas,exact,masymas.svg,
convenience,masymasbasic-849ea7,masymas basic,masymas,Q6135987,"[-0.3,38.6983,60]|[-0.7197,39.4717,60]|[-0.8792,37.6237,20]|[-1.041389,38.207222,60]|[-1.6023,37.7126,50]|[0.0096,40.3,60]",,0,masymas,masymas,exact,masymas.svg,
supermarket,match-ae86a1,Match,Match,Q513977,be|fr|hu|lu,,0,Match,match,exact,,match.png
supermarket,mateussupermercados-20f2a8,Mateus Supermercados,Mateus Supermercados,Q134776648,br,,0,Mateus Supermercados,mateus-supermercados,no,,
supermarket,matkroken-ed9dd5,Matkroken,Matkroken,Q11988679,no,,0,Matkroken,matkroken,no,,
convenience,matoppet-f5adeb,Matöppet,Matöppet,Q10578618,se,,0,Matöppet,matoppet,no,,
convenience,mavelistore-bb430b,Maveli Store,Maveli Store,Q6794132,in,,0,Maveli Store,maveli-store,no,,
convenience,maverik-f1e40b,Maverik,Maverik,Q64149010,us,,0,Maverik,maverik,no,,
convenience,maxmart-f572b3,Max Mart,Max Mart,Q125918247,th,,0,Max Mart,max-mart,no,,
convenience,maxi-3015fb,Maxi,Maxi,Q6795490,rs,,1,Maxi,maxi,no,,
supermarket,maxi-76454b,Maxi (Canada),Maxi,Q3302441,ca,,0,Maxi,maxi,no,,
supermarket,maxi-b83687,Maxi (Србија),Maxi,Q6795490,rs,,1,Maxi,maxi,no,,
supermarket,maxidia-0513f1,Maxi Dia,Maxi Dia,Q925132,es,,0,Maxi Dia,maxi-dia,no,,
supermarket,maxiicastormarknad-e39865,Maxi ICA Stormarknad,Maxi ICA Stormarknad,Q1663776,no|se,,0,Maxi ICA Stormarknad,maxi-ica-stormarknad,exact,,maxi-ica-stormarknad.png
convenience,maxikiosco-478c1f,Maxikiosco,Maxikiosco,,ar|uy,,0,Maxikiosco,maxikiosco,no,,
supermarket,maximax-45f6bc,Maxima X,Maxima,Q1881222,ee|lt|lv,,0,Maxima,maxima,exact,maxima.svg,
supermarket,maximaxx-48a198,Maxima XX,Maxima,Q1881222,ee|lt|lv|pl,,0,Maxima,maxima,exact,maxima.svg,
supermarket,maximaxxx-48a198,Maxima XXX,Maxima,Q1881222,ee|lt|lv|pl,,0,Maxima,maxima,exact,maxima.svg,
supermarket,maximarkt-1eef1d,Maximarkt,Maximarkt,Q55524814,at,,0,Maximarkt,maximarkt,exact,,maximarkt.png
convenience,maxol-0b7623,Maxol,Maxol,Q3302837,gb-nir|ie,,0,Maxol,maxol,no,,
supermarket,maxvalu-f485f2,MaxValu,MaxValu,Q11340427,cn|my|th,,0,MaxValu,maxvalu,no,,
convenience,malpkaexpress-95f41b,Małpka Express,Małpka Express,Q18431946,pl,,0,Małpka Express,mapka-express,no,,
supermarket,mcd-5811b5,MCD,MCD,Q46936596,nl,,0,MCD,mcd,no,,
supermarket,md-0cb133,MD,MD,Q3841263,it,,1,MD,md,exact,,md.png
supermarket,mega-0cb133,Mega,Mega,,it,,0,Mega,mega,no,,
supermarket,megaimage-62a473,Mega Image,Mega Image,Q6808085,ro,,0,Mega Image,mega-image,exact,,mega-image.png
supermarket,megamaxi-b83687,Mega Maxi,Mega Maxi,Q7698875,rs,,1,Mega Maxi,mega-maxi,no,,
supermarket,megasave-6d06e8,Megasave,Megasave,Q116520541,na|sz|za,,0,Megasave,megasave,no,,
supermarket,mego-858077,Mego,Mego,Q16363314,lv,,0,Mego,mego,no,,
supermarket,meijer-dde59d,Meijer,Meijer,Q1917753,us,,0,Meijer,meijer,exact,meijer.svg,
convenience,meijerexpress-f1e40b,Meijer Express,Meijer,Q1917753,us,,0,Meijer,meijer,exact,meijer.svg,
supermarket,melcom-bfc6b6,Melcom,Melcom,Q6812065,gh,,1,Melcom,melcom,no,,
supermarket,meny-2b56aa,Meny,Meny,Q10581720,dk|no,,0,Meny,meny,exact,,meny.png
supermarket,mercadoextra-20f2a8,Mercado Extra,Mercado Extra,Q5422131,br,,0,Mercado Extra,mercado-extra,no,,
supermarket,mercadona-d9bffc,Mercadona,Mercadona,Q377705,es|pt,,0,Mercadona,mercadona,exact,mercadona.svg,mercadona.png
supermarket,mercator-05bb56,Mercator,Mercator,Q738412,ba|hr|me|rs|si,,0,Mercator,mercator,exact,,mercator.png
convenience,mercator-eb6d99,Mercator,Mercator,Q738412,ba|hr|me|mk|rs|si,,0,Mercator,mercator,exact,,mercator.png
supermarket,mercato-0cb133,Mercatò,Mercatò,Q127389715,it,,0,Mercatò,mercato,no,,
supermarket,mercatobig-0cb133,Mercatò Big,Mercatò,Q127389715,it,,0,Mercatò,mercato,no,,
supermarket,mercatoextra-0cb133,Mercatò Extra,Mercatò,Q127389715,it,,0,Mercatò,mercato,no,,
supermarket,mercatolocal-0cb133,Mercatò Local,Mercatò,Q127389715,it,,0,Mercatò,mercato,no,,
convenience,mesra-3e5671,Mesra,Mesra,,my,,0,Mesra,mesra,no,,
supermarket,metro-42dc97,Metro (Cyprus),Metro,Q6715491,cy,,0,Metro,metro,exact,metro.svg,
supermarket,metro-7dcd78,Metro (Ontario/Quebec),Metro,Q1145669,ca-on.geojson|ca-qc.geojson,,0,Metro,metro,exact,metro.svg,
supermarket,metro-acfc90,Metro (Perú),Metro,Q16640217,pe,,0,Metro,metro,exact,metro.svg,
supermarket,metrosupermarket-49e134,Metro Supermarket,Metro Supermarket,Q23808789,ph,,1,Metro Supermarket,metro-supermarket,no,,
convenience,metromart-7a43a8,MetroMart,MetroMart,Q121642943,nz,,0,MetroMart,metromart,no,,
convenience,metss-5b00ff,METSS,METSS,,hr,,0,METSS,metss,no,,
supermarket,meusuper-a14fce,Meu Super,Meu Super,Q119948154,pt,,0,Meu Super,meu-super,no,,
supermarket,mibodegaaurrera-9b2dfb,Mi Bodega Aurrera,Mi Bodega Aurrera,Q3365858,mx,,0,Mi Bodega Aurrera,mi-bodega-aurrera,no,,
convenience,migrolino-07a460,Migrolino,Migrolino,Q56745088,ch,,0,Migrolino,migrolino,exact,,migrolino.png
supermarket,migros-5b5772,Migros (Türkiye),Migros,Q1754510,tr,,0,Migros,migros,exact,migros.svg,
convenience,migros-62eaab,Migros (Türkiye),Migros,Q1754510,tr,,0,Migros,migros,exact,migros.svg,
supermarket,migros-e39709,Migros (Europe),Migros,Q680727,ch|fx|it,,0,Migros,migros,exact,migros.svg,
convenience,migrosjet-62eaab,Migros Jet,Migros Jet,Q1754510,tr,,0,Migros Jet,migros-jet,no,,
supermarket,migross-0cb133,Migross,Migross,Q137711332,it,,0,Migross,migross,no,,
convenience,milkagro-2496a5,Milk-Agro,Milk-Agro,Q64173785,sk,,0,Milk-Agro,milk-agro,no,,
supermarket,milkagro-4ccde8,Milk-Agro,Milk-Agro,Q64173785,sk,,0,Milk-Agro,milk-agro,no,,
supermarket,minkobmand-072052,Min Købmand,Min Købmand,Q104310815,dk,,1,Min Købmand,min-kbmand,no,,
convenience,miniextra-12bebb,Mini Extra,Mini Extra,Q5422131,br,,0,Mini Extra,mini-extra,no,,
convenience,minimix-ba18ab,Mini Mix,Mini Mix,Q327854,at|be|cy|cz|de|es|fx|gb|gr|it|me|nl|pt,,1,Mini Mix,mini-mix,no,,
convenience,minimart-854be4,Minimart,Minimart,Q119168386,bg,,1,Minimart,minimart,no,,
supermarket,minipreco-a14fce,Minipreço,Minipreço,Q3042224,pt,,0,Minipreço,minipreco,exact,minipreco.svg,
convenience,ministop-365d07,Ministop,Ministop,Q1038929,cn|kz|vn,,0,Ministop,ministop,exact,,
convenience,ministop-652b3e,ミニストップ,MINISTOP,Q1038929,jp,,0,MINISTOP,ministop,exact,,
convenience,minitmart-f1e40b,Minit Mart,Minit Mart,Q18154470,us,,0,Minit Mart,minit-mart,no,,
convenience,minivitamarket-95f41b,Minivita Market,Minivita Market,Q119660457,pl,,0,Minivita Market,minivita-market,no,,
convenience,minipiago-652b3e,miniピアゴ,miniピアゴ,Q11188499,jp,,1,miniピアゴ,mini,no,,
supermarket,mitsuwamarketplace-dde59d,Mitsuwa Marketplace,Mitsuwa Marketplace,Q6883386,us,,0,Mitsuwa Marketplace,mitsuwa-marketplace,no,,
supermarket,mixmarkt-4aeb54,Mix Markt,Mix Markt,Q327854,at|be|cy|cz|de|es|fr|gb|gr|it|me|mt|nl|pl|pt|rs|si|sk,,0,Mix Markt,mix-markt,exact,mix-markt.svg,
supermarket,mixmarkt-56b425,Mix Markt (България),Mix Markt,Q327854,bg,,0,Mix Markt,mix-markt,exact,mix-markt.svg,
convenience,mlinipekare-5b00ff,Mlin i pekare,Mlin i pekare,,hr,,0,Mlin i pekare,mlin-i-pekare,no,,
supermarket,mmmigros-36e991,MM Migros,MM Migros,,ch,,0,MM Migros,mm-migros,no,,
convenience,mobilmart-4d6b4b,Mobil Mart,Mobil Mart,Q109676002,001,,1,Mobil Mart,mobil-mart,no,,
convenience,mokpol-95f41b,Mokpol,Mokpol,Q113227698,pl,,0,Mokpol,mokpol,no,,
supermarket,mokpol-9e6a6c,Mokpol,Mokpol,Q113227698,pl,,0,Mokpol,mokpol,no,,
convenience,molshop-32b19d,MOL Shop,MOL Shop,Q549181,cz|hu|pl|ro|rs|si,,0,MOL Shop,mol-shop,no,,
convenience,monop-f6dc0a,Monop',Monop',Q89913683,fx,,0,Monop',monop,exact,monop.svg,monop.png
supermarket,monoprix-2a24ce,Monoprix (France),Monoprix,Q3321241,ad|fr,,0,Monoprix,monoprix,exact,monoprix.svg,
supermarket,monoprix-fb893a,Monoprix (Tunisia),Monoprix,Q2719231,tn,,0,Monoprix,monoprix,exact,monoprix.svg,
supermarket,more-9ef8f9,More,More,Q6910891,in,,0,More,more,exact,,more.png
supermarket,morrisons-a8278b,Morrisons,Morrisons,Q922344,gb,,1,Morrisons,morrisons,exact,,morrisons.png
convenience,morrisonsdaily-ce5d3e,Morrisons Daily,Morrisons Daily,Q99752411,gb,gg|je,2,Morrisons Daily,morrisons-daily,no,,
convenience,morrisonsdaily-d9d9cb,Morrisons Daily (Channel Islands),Morrisons Daily,Q99752411,gg|je,,0,Morrisons Daily,morrisons-daily,no,,
supermarket,mortonwilliams-c616c2,Morton Williams,Morton Williams,Q28227933,us-nj.geojson|us-ny-new_york_city.geojson,,0,Morton Williams,morton-williams,no,,
convenience,minim-d41f40,miniM,MPreis,Q873491,at,,0,MPreis,mpreis,exact,,mpreis.png
supermarket,mpreis-eeb4e5,MPREIS,MPREIS,Q873491,at|it,,0,MPREIS,mpreis,exact,,mpreis.png
convenience,mrmax-652b3e,MrMax,MrMax,Q11342034,jp,,0,MrMax,mrmax,no,,
convenience,murphyexpress-f1e40b,Murphy Express,Murphy Express,Q19604459,us,,0,Murphy Express,murphy-express,no,,
convenience,murphyusa-f1e40b,Murphy USA,Murphy USA,Q19604459,us,,0,Murphy USA,murphy-usa,no,,
convenience,myauchan-5dd5a6,My Auchan,My Auchan,Q115800307,fx|pt|ro,,0,My Auchan,my-auchan,exact,,my-auchan.png
supermarket,mymarket-37450e,My market,My market,,gr,,0,My market,my-market,no,,
supermarket,mydin-80e9ee,Mydin,Mydin,Q6947269,my,,0,Mydin,mydin,no,,
convenience,mynewscom-3e5671,myNEWS.com,myNEWS.com,Q17147574,my,,1,myNEWS.com,mynews-com,no,,
convenience,mojobchod-2496a5,Môj obchod,Môj obchod,Q126736496,sk,,0,Môj obchod,moj-obchod,no,,
convenience,mujobchod-a7773e,Můj obchod,Můj obchod,Q130658827,cz,,0,Můj obchod,muj-obchod,no,,
supermarket,nahandfrisch-6367d0,Nah & Frisch,Nah & Frisch,Q1963643,at|de,,1,Nah & Frisch,nah-frisch,no,,
supermarket,nahkauf-0a839e,Nahkauf,Nahkauf,Q57515238,de,,0,Nahkauf,nahkauf,exact,nahkauf.svg,nahkauf.png
supermarket,naivas-d512c0,Naivas,Naivas,Q18379067,ke,,0,Naivas,naivas,no,,
convenience,naszsklep-95f41b,Nasz Sklep,Nasz Sklep,Q62070369,pl,,0,Nasz Sklep,nasz-sklep,no,,
supermarket,naturalgrocers-dde59d,Natural Grocers,Natural Grocers,Q17146520,us,,0,Natural Grocers,natural-grocers,no,,
convenience,naturallawson-652b3e,ナチュラルローソン,NATURAL LAWSON,Q11323850,jp,,0,NATURAL LAWSON,natural-lawson,no,,
supermarket,naturalia-c16b1c,Naturalia,Naturalia,Q3337081,fr,,0,Naturalia,naturalia,exact,naturalia.svg,naturalia.png
supermarket,naturasi-0cb133,NaturaSì,NaturaSì,Q60840755,it,,0,NaturaSì,naturasi,exact,,naturasi.png
supermarket,naturesbasket-9ef8f9,Nature's Basket,Nature's Basket,Q28174237,in,,0,Nature's Basket,natures-basket,no,,
convenience,needs-cff853,Needs,Needs,Q6986673,ca-nb.geojson|ca-nl.geojson|ca-ns.geojson|ca-pe.geojson,,1,Needs,needs,no,,
convenience,nestek-5dea79,Neste K,Neste K,Q42901270,fi,,0,Neste K,neste-k,no,,
convenience,neto-9d5235,Neto,Neto,Q113205593,mx,,0,Neto,neto,no,,
supermarket,netto-5dc877,Netto (Les Mousquetaires),Netto,Q2720988,fr|pt,,0,Netto,netto,exact,netto.svg,
supermarket,netto-bc67ba,Netto (Salling),Netto,Q552652,de|dk|pl,,1,Netto,netto,exact,netto.svg,
supermarket,nettocity-0a839e,Netto City,Netto City,Q879858,de,,0,Netto City,netto-city,exact,,netto-city.png
supermarket,nettomarkendiscount-0a839e,Netto Marken-Discount,Netto Marken-Discount,Q879858,de,,0,Netto Marken-Discount,netto-marken-discount,exact,,netto-marken-discount.png
supermarket,nettorama-5811b5,Nettorama,Nettorama,Q1828639,nl,,0,Nettorama,nettorama,exact,nettorama.svg,
supermarket,netto-0c58a2,Nettó (Ísland),Nettó,Q67205962,is,,0,Nettó,netto,exact,netto.svg,
supermarket,newseasonsmarket-dde59d,New Seasons Market,New Seasons Market,Q7011463,us,,1,New Seasons Market,new-seasons-market,exact,new-seasons-market.svg,
supermarket,newworld-5dc426,New World,New World,Q7012488,nz,,0,New World,new-world,no,,
convenience,newdays-652b3e,NewDays,NewDays,Q11234763,jp,,1,NewDays,newdays,no,,
convenience,nightnday-7a43a8,Night 'n Day,Night 'n Day,Q111955183,nz,,0,Night 'n Day,night-n-day,no,,
convenience,nightowl-0b0ae9,NightOwl,NightOwl,Q7033183,au,,0,NightOwl,nightowl,no,,
supermarket,nilgiris-9ef8f9,Nilgiri's,Nilgiri's,Q17079567,in,,1,Nilgiri's,nilgiris,no,,
convenience,nisa-232829,Nisa,Nisa,Q16999069,gb,,2,Nisa,nisa,no,,
convenience,nisaexpress-232829,Nisa Express,Nisa,Q16999069,gb,,0,Nisa,nisa,no,,
supermarket,nisaextra-a8278b,Nisa Extra,Nisa Extra,Q16999069,gb,,0,Nisa Extra,nisa-extra,no,,
convenience,nisalocal-232829,Nisa Local,Nisa Local,Q16999069,gb,,0,Nisa Local,nisa-local,no,,
supermarket,nofrills-76454b,No Frills,No Frills,Q3342407,ca,,0,No Frills,no-frills,exact,,no-frills.png
supermarket,nomi-9e6a6c,Nomi,Nomi,Q2925147,pl,,0,Nomi,nomi,no,,
supermarket,norfaxl-dfbc25,Norfa XL,Norfa XL,Q1998983,lt,,0,Norfa XL,norfa-xl,exact,,norfa-xl.png
supermarket,norma-c1eeeb,Norma,Norma,Q450180,at|cz|de|fr,,0,Norma,norma,exact,norma.svg,
supermarket,northernstore-76454b,Northern Store,Northern Store,Q7754361,ca,,0,Northern Store,northern-store,no,,
supermarket,northgatemarket-097dbf,Northgate Market,Northgate Market,Q124810943,us-ca.geojson,,3,Northgate Market,northgate-market,no,,
convenience,nouria-ae58e4,Nouria,Nouria,Q120637476,us-ct.geojson|us-ma.geojson|us-me.geojson|us-nh.geojson|us-ri.geojson,,0,Nouria,nouria,no,,
convenience,nousantigaspi-f6dc0a,NOUS anti-gaspi,NOUS anti-gaspi,Q130144283,fx,,0,NOUS anti-gaspi,nous-anti-gaspi,exact,,nous-anti-gaspi.png
supermarket,novus-94881c,Novus,Novus,Q116748340,ua,,3,Novus,novus,no,,
supermarket,np-0a839e,NP,NP,Q15836148,de,,1,NP,np,no,,
supermarket,nsktradecity-80e9ee,NSK Trade City,NSK Trade City,Q106978506,my,,1,NSK Trade City,nsk-trade-city,no,,
convenience,ntl-5b00ff,NTL,NTL,Q6966095,hr,,0,NTL,ntl,no,,
